rows,world,it,time
1000000,8,0,25936.314344406128
1000000,8,0,25936.314344406128
1000000,8,0,28653.604745864868
1000000,8,1,24365.302085876465
1000000,8,0,28653.604745864868
1000000,8,1,24365.302085876465
1000000,16,0,30612.350702285767
1000000,16,1,13898.016929626465
1000000,16,0,30612.350702285767
1000000,16,1,13898.016929626465
