rows,world,it,time
1000000000,1,0,721820.0771808624
1000000000,1,1,728019.5899009705
1000000000,1,2,728579.1254043579
1000000000,1,3,728424.1695404053
100000000,1,0,54488.45672607422
100000000,1,1,54250.64921379089
100000000,1,2,54207.52286911011
100000000,1,3,54144.37913894653
100000000,1,4,54334.66720581055
