#100,16,0,76.81798934936523
1000000000,1,0,12695.387363433838
1000000000,1,1,12804.895877838135
1000000000,2,0,7023.125171661377
1000000000,2,1,6523.25439453125
1000000000,4,0,3242.0313358306885
1000000000,4,1,3220.4928398132324
1000000000,8,0,4411.628484725952
1000000000,8,1,1697.4475383758545
1000000000,16,0,6328.697204589844
1000000000,16,1,4985.699415206909
1000000000,32,0,7041.733980178833
1000000000,32,1,5572.676181793213
1000000000,64,0,6950.865745544434
1000000000,64,1,4000.903844833374
1000000000,128,0,6029.606103897095
1000000000,128,1,4459.713935852051
1000000000,256,0,4830.195188522339
1000000000,256,1,4272.948503494263
1000000000,512,0,5431.149005889893
1000000000,512,1,3998.51655960083
