rows,world,iter,time
1000000000,1,0,529104.1622161865
1000000000,1,1,527606.7042350769
1000000000,1,2,531915.9145355225
1000000000,1,3,526878.8073062897
1000000000,1,4,557409.3151092529
1000000000,1,5,334368.0365085602
100000000,1,0,26698.31109046936
100000000,1,1,26658.7336063385
100000000,1,2,26686.573266983032
100000000,1,3,26668.015480041504
100000000,1,4,26693.15218925476
