rows,world,it,time
100000000,1,0,40179.28433418274
100000000,1,1,36863.76762390137
100000000,1,2,36330.93857765198
100000000,1,3,37177.20818519592
100000000,1,4,48560.882568359375
100000000,2,0,31658.11848640442
100000000,2,1,33385.294914245605
100000000,2,2,28452.291250228882
100000000,2,3,28430.070638656616
100000000,2,4,28876.27601623535
100000000,4,0,18084.702968597412
100000000,4,1,18290.290594100952
100000000,4,2,16842.747926712036
100000000,4,3,16207.677125930786
100000000,4,4,17438.92765045166
100000000,8,0,10127.16794013977
100000000,8,1,10299.262046813965
100000000,8,2,10437.703132629395
100000000,8,3,10297.974348068237
100000000,8,4,9640.931844711304
100000000,16,0,5642.38166809082
100000000,16,1,5308.030366897583
100000000,16,2,6459.876298904419
100000000,16,3,5352.399826049805
100000000,16,4,5171.619892120361
100000000,32,0,9160.414934158325
100000000,32,1,8934.184789657593
100000000,32,2,8880.319356918335
100000000,32,3,8973.860740661621
100000000,32,4,8955.59024810791
100000000,64,0,3113.921642303467
100000000,64,1,2227.6480197906494
100000000,64,2,1906.8753719329834
100000000,64,3,2182.6250553131104
100000000,64,4,2306.8153858184814
100000000,128,0,2924.7138500213623
100000000,128,1,1537.1391773223877
100000000,128,2,1511.4929676055908
100000000,128,3,2157.4997901916504
100000000,128,4,1382.77006149292
100000000,256,0,3011.962890625
100000000,256,1,2000.3576278686523
100000000,256,2,1912.3644828796387
100000000,256,3,1569.8208808898926
100000000,256,4,1328.2337188720703
100000000,512,0,10493.705749511719
100000000,512,1,9598.356246948242
#100000000,512,2,12766.037464141846
100000000,512,3,9936.502695083618
100000000,512,4,10180.460929870605
