rows,world,it,time,tag,out
1000000000,1,0,5128.52978515625,u=0.9 c=gloo,1000000000
1000000000,1,1,4015.493896484375,u=0.9 c=gloo,1000000000
1000000000,1,2,4446.6748046875,u=0.9 c=gloo,1000000000
1000000000,1,3,5575.3125,u=0.9 c=gloo,1000000000
1000000000,1,4,6216.07275390625,u=0.9 c=gloo,1000000000
1000000000,1,5,6033.8759765625,u=0.9 c=gloo,1000000000
1000000000,1,6,6168.81201171875,u=0.9 c=gloo,1000000000
1000000000,1,7,6180.48974609375,u=0.9 c=gloo,1000000000
1000000000,2,0,2582.05029296875,u=0.9 c=gloo,1000000000
1000000000,2,1,2037.74169921875,u=0.9 c=gloo,1000000000
1000000000,2,2,3041.09228515625,u=0.9 c=gloo,1000000000
1000000000,2,3,2218.92431640625,u=0.9 c=gloo,1000000000
1000000000,2,4,2785.79638671875,u=0.9 c=gloo,1000000000
1000000000,2,5,1599.7559814453125,u=0.9 c=gloo,1000000000
1000000000,2,6,3052.546875,u=0.9 c=gloo,1000000000
1000000000,2,7,2962.171142578125,u=0.9 c=gloo,1000000000
1000000000,4,0,1296.7691650390625,u=0.9 c=gloo,1000000000
1000000000,4,1,704.150390625,u=0.9 c=gloo,1000000000
1000000000,4,2,680.55810546875,u=0.9 c=gloo,1000000000
1000000000,4,3,1570.0262451171875,u=0.9 c=gloo,1000000000
1000000000,4,4,693.2283935546875,u=0.9 c=gloo,1000000000
1000000000,4,5,703.1661376953125,u=0.9 c=gloo,1000000000
1000000000,4,6,695.1891479492188,u=0.9 c=gloo,1000000000
1000000000,4,7,727.6412353515625,u=0.9 c=gloo,1000000000
1000000000,8,0,647.39892578125,u=0.9 c=gloo,1000000000
1000000000,8,1,346.8042297363281,u=0.9 c=gloo,1000000000
1000000000,8,2,344.58258056640625,u=0.9 c=gloo,1000000000
1000000000,8,3,347.0567932128906,u=0.9 c=gloo,1000000000
1000000000,8,4,527.6092529296875,u=0.9 c=gloo,1000000000
1000000000,8,5,346.8576354980469,u=0.9 c=gloo,1000000000
1000000000,8,6,352.6424560546875,u=0.9 c=gloo,1000000000
1000000000,8,7,367.9499816894531,u=0.9 c=gloo,1000000000
1000000000,16,0,340.0074462890625,u=0.9 c=gloo,1000000000
1000000000,16,1,177.419677734375,u=0.9 c=gloo,1000000000
1000000000,16,2,174.25186157226562,u=0.9 c=gloo,1000000000
1000000000,16,3,173.15097045898438,u=0.9 c=gloo,1000000000
1000000000,16,4,172.63543701171875,u=0.9 c=gloo,1000000000
1000000000,16,5,173.96595764160156,u=0.9 c=gloo,1000000000
1000000000,16,6,177.4060821533203,u=0.9 c=gloo,1000000000
1000000000,16,7,200.7948455810547,u=0.9 c=gloo,1000000000
1000000000,32,0,185.84735107421875,u=0.9 c=gloo,1000000000
1000000000,32,1,120.90869140625,u=0.9 c=gloo,1000000000
1000000000,32,2,152.6709747314453,u=0.9 c=gloo,1000000000
1000000000,32,3,125.32685089111328,u=0.9 c=gloo,1000000000
1000000000,32,4,127.87371063232422,u=0.9 c=gloo,1000000000
1000000000,32,5,125.15058135986328,u=0.9 c=gloo,1000000000
1000000000,32,6,128.3909454345703,u=0.9 c=gloo,1000000000
1000000000,32,7,130.0537872314453,u=0.9 c=gloo,1000000000
1000000000,128,0,72.18222045898438,u=0.9 c=gloo,1000000000
1000000000,128,1,51.86037826538086,u=0.9 c=gloo,1000000000
1000000000,128,2,51.340919494628906,u=0.9 c=gloo,1000000000
1000000000,128,3,51.54450225830078,u=0.9 c=gloo,1000000000
1000000000,128,4,50.95383071899414,u=0.9 c=gloo,1000000000
1000000000,64,0,117.1922607421875,u=0.9 c=gloo,1000000000
1000000000,64,1,68.63578796386719,u=0.9 c=gloo,1000000000
1000000000,64,2,70.06685638427734,u=0.9 c=gloo,1000000000
1000000000,64,3,71.15530395507812,u=0.9 c=gloo,1000000000
1000000000,64,4,122.28213500976562,u=0.9 c=gloo,1000000000
1000000000,64,0,112.11329650878906,u=0.9 c=gloo,1000000000
1000000000,64,1,50.58393096923828,u=0.9 c=gloo,1000000000
1000000000,64,2,59.19014358520508,u=0.9 c=gloo,1000000000
1000000000,64,3,56.5960578918457,u=0.9 c=gloo,1000000000
1000000000,64,4,108.547119140625,u=0.9 c=gloo,1000000000
1000000000,256,0,74.37937927246094,u=0.9 c=gloo,1000000000
1000000000,256,1,36.88779067993164,u=0.9 c=gloo,1000000000
1000000000,256,2,36.622989654541016,u=0.9 c=gloo,1000000000
1000000000,256,3,37.06608581542969,u=0.9 c=gloo,1000000000
1000000000,256,4,65.85476684570312,u=0.9 c=gloo,1000000000
1000000000,512,0,74.0816879272461,u=0.9 c=gloo,1000000000
1000000000,512,1,34.12325668334961,u=0.9 c=gloo,1000000000
1000000000,512,2,38.88176727294922,u=0.9 c=gloo,1000000000
1000000000,512,3,41.36656188964844,u=0.9 c=gloo,1000000000
1000000000,512,4,34.2274169921875,u=0.9 c=gloo,1000000000
1000000000,64,0,111.0149154663086,u=0.9 c=gloo,1000000000
1000000000,64,1,65.0709228515625,u=0.9 c=gloo,1000000000
1000000000,64,2,74.26793670654297,u=0.9 c=gloo,1000000000
1000000000,64,3,73.73161315917969,u=0.9 c=gloo,1000000000
1000000000,64,4,72.61990356445312,u=0.9 c=gloo,1000000000
