100000000,1,0,4116.046667098999
100000000,1,1,4206.697225570679
100000000,1,2,4174.35884475708
100000000,1,3,4200.578689575195
100000000,1,4,4234.785079956055
100000000,2,0,2031.069040298462
100000000,2,1,2025.437831878662
100000000,2,2,2116.8975830078125
100000000,2,3,2229.7682762145996
100000000,2,4,2148.0138301849365
100000000,4,0,1021.3832855224609
100000000,4,1,1017.3578262329102
100000000,4,2,1077.8748989105225
100000000,4,3,1068.3543682098389
100000000,4,4,1115.9031391143799
100000000,8,0,621.8335628509521
100000000,8,1,637.4804973602295
100000000,8,2,665.7366752624512
100000000,8,3,672.0526218414307
100000000,8,4,682.5459003448486
100000000,16,0,386.0771656036377
100000000,16,1,394.5803642272949
100000000,16,2,408.60915184020996
100000000,16,3,410.86626052856445
100000000,16,4,410.83526611328125
100000000,32,0,270.9681987762451
100000000,32,1,272.5038528442383
100000000,32,2,276.613712310791
100000000,32,3,278.9113521575928
100000000,32,4,279.41298484802246
100000000,64,0,219.73633766174316
100000000,64,1,209.57040786743164
100000000,64,2,205.94310760498047
100000000,64,3,213.3505344390869
100000000,64,4,213.36841583251953
100000000,128,0,190.95921516418457
100000000,128,1,176.02801322937012
100000000,128,2,181.2148094177246
100000000,128,3,184.07201766967773
100000000,128,4,184.04436111450195
100000000,256,0,358.1700325012207
100000000,256,1,218.35660934448242
100000000,256,2,217.11468696594238
100000000,256,3,232.59544372558594
100000000,256,4,220.92413902282715
100000000,512,0,1787.703037261963
100000000,512,1,1881.765365600586
100000000,512,2,1817.9969787597656
100000000,512,3,1881.2932968139648
100000000,512,4,1806.7502975463867
100000000,1,0,4018.3379650115967
100000000,1,1,4036.0922813415527
100000000,1,2,4040.8265590667725
100000000,1,3,4043.3759689331055
100000000,1,4,4039.759874343872
100000000,2,0,3455.4648399353027
100000000,2,1,4398.4973430633545
100000000,2,2,4801.988124847412
100000000,2,3,4805.9563636779785
100000000,2,4,4921.167373657227
100000000,4,0,1725.128412246704
100000000,4,1,2218.0542945861816
100000000,4,2,2361.3362312316895
100000000,4,3,2450.2029418945312
100000000,4,4,2382.066488265991
100000000,8,0,876.8928050994873
100000000,8,1,1153.0966758728027
100000000,8,2,1300.6761074066162
100000000,8,3,1203.5205364227295
100000000,8,4,1203.6736011505127
100000000,16,0,476.2556552886963
100000000,16,1,611.6609573364258
100000000,16,2,638.6270523071289
100000000,16,3,620.2871799468994
100000000,16,4,672.234296798706
100000000,32,0,334.5332145690918
100000000,32,1,365.7655715942383
100000000,32,2,364.63379859924316
100000000,32,3,363.9240264892578
100000000,32,4,381.13999366760254
100000000,64,0,343.5680866241455
100000000,64,1,342.33832359313965
100000000,64,2,332.6246738433838
100000000,64,3,363.35086822509766
100000000,64,4,339.5421504974365
100000000,128,0,376.26075744628906
100000000,128,1,493.4868812561035
100000000,128,2,615.3960227966309
100000000,128,3,564.0971660614014
100000000,128,4,506.32238388061523
100000000,256,0,826.3309001922607
100000000,256,1,918.8823699951172
100000000,256,2,850.2810001373291
100000000,256,3,934.38720703125
100000000,256,4,926.466703414917
100000000,512,0,1171.3733673095703
100000000,512,1,1346.872329711914
100000000,512,2,1342.8258895874023
100000000,512,3,1423.0482578277588
100000000,512,4,1341.0651683807373
